0.31846	0.4	0	0.009	0.00884	19903.46308
0.44814	1	7.94044E-5	0.00898	0.03102	11203.54079
0.35611	1	2.77224E-4	0.00894	0.0533	8902.6301
0.40666	1	4.74057E-4	0.00889	0.0757	10166.5583
0.36866	1	6.69903E-4	0.00885	0.09821	9216.50158
0.38428	1	8.64762E-4	0.00881	0.12082	9607.09309
0.29196	1	0.00106	0.00876	0.14355	7298.91907
0.26611	1	0.00125	0.00872	0.16639	6652.63425
0.19576	1	0.00144	0.00868	0.18933	4893.9733
0.23772	1	0.00163	0.00863	0.21239	5942.8858
0.20424	1	0.00182	0.00859	0.23555	5105.88219
0.20259	1	0.00201	0.00855	0.25882	5064.75624
0.24776	1	0.0022	0.0085	0.28221	6194.10327
0.24203	1	0.00239	0.00846	0.3057	6050.73249
0.13327	1	0.00257	0.00842	0.32931	3331.77152
0.13743	1	0.00276	0.00838	0.35302	3435.68977
0.18943	1	0.00294	0.00834	0.37684	4735.67866
0.21068	1	0.00313	0.0083	0.40077	5266.98007
0.23797	1	0.00331	0.00825	0.42482	5949.19209
0.2048	1	0.00349	0.00821	0.44897	5120.04935
0.23871	1	0.00367	0.00817	0.47323	5967.82821
0.14543	1	0.00385	0.00813	0.4976	3635.80611
0.16088	1	0.00403	0.00809	0.52208	4022.1023
0.14283	1	0.0042	0.00805	0.54667	3570.8003
0.10807	1	0.00438	0.00801	0.57137	2701.83368
0.1939	1	0.00455	0.00797	0.59618	4847.58842
0.17655	1	0.00473	0.00793	0.6211	4413.7483
0.11768	1	0.0049	0.00789	0.64613	2942.12289
0.11522	1	0.00507	0.00785	0.67127	2880.49495
0.19024	1	0.00525	0.00781	0.69652	4756.08451
0.13814	1	0.00542	0.00777	0.72187	3453.54622
0.1308	1	0.00558	0.00774	0.74734	3270.00963
0.15516	1	0.00575	0.0077	0.77292	3878.88066
0.10704	1	0.00592	0.00766	0.79861	2676.00119
0.09892	1	0.00609	0.00762	0.8244	2472.94134
0.11707	1	0.00625	0.00758	0.85031	2926.75739
0.10205	1	0.00642	0.00755	0.87633	2551.33684
0.10712	1	0.00658	0.00751	0.90245	2678.08737
0.14964	1	0.00674	0.00747	0.92869	3741.10814
0.07381	1	0.0069	0.00743	0.95503	1845.24342
	--	0.00706	0.0074	--	
