-4.79172	0.4	0	0.01	0.01958	--	-124348.22128	--
-12.0756	1	1.95408E-4	0.00998	0.06869	-120032.95028	-122432.78887	2399.83859
-11.74221	1	6.82253E-4	0.00993	0.11805	-115922.55	-116488.85029	566.30029
-10.52094	1	0.00117	0.00988	0.16764	-104580.85694	-98754.26291	-5826.59403
-5.22509	1	0.00165	0.00984	0.21747	-52019.89657	-57782.39595	5762.49937
-2.72142	1	0.00213	0.00979	0.26755	-26768.86717	-22416.74346	-4352.12371
-1.04914	1	0.00261	0.00974	0.31786	-11247.01355	-9277.13521	-1969.87834
-0.50295	1	0.00308	0.00969	0.36841	-4644.82176	-4743.33937	98.51761
-0.3882	1	0.00355	0.00964	0.41919	-3538.45761	-2822.18639	-716.27123
-0.24956	1	0.00402	0.0096	0.47022	-1656.07265	-1855.56108	199.48843
-0.14328	1	0.00449	0.00955	0.52149	-1472.33488	-1306.71122	-165.62367
-0.15967	1	0.00496	0.0095	0.573	-1665.2658	-966.90368	-698.36212
-0.0805	1	0.00542	0.00946	0.62474	-1016.03368	-742.54723	-273.48644
-0.10866	1	0.00588	0.00941	0.67672	-968.04349	-586.90567	-381.13781
-0.4231	1	0.00634	0.00937	0.72895	-3778.88023	-474.619	-3304.26123
-0.18216	1	0.00679	0.00932	0.78141	-1045.65869	-390.99255	-654.66613
0.00812	1	0.00725	0.00927	0.83411	745.89807	-327.04758	1072.94565
0.28928	1	0.0077	0.00923	0.88705	2895.39206	-277.05269	3172.44474
0.18527	1	0.00815	0.00918	0.94023	1822.49389	-237.21291	2059.7068
0.02004	1	0.00859	0.00914	0.99365	756.23445	-204.93607	961.17052
-0.06133	1	0.00904	0.00909	1.04731	-46.37556	-178.40358	132.02803
0.07142	1	0.00948	0.00905	1.10121	1466.5451	-156.30961	1622.85471
-0.00909	1	0.00992	0.00901	1.15534	253.87493	-137.6972	391.57212
-0.0265	1	0.01035	0.00896	1.20972	-15.76251	-121.85233	106.08983
0.11712	1	0.01079	0.00892	1.26433	4045.38305	-108.23368	4153.61673
-0.33125	1	0.01122	0.00887	1.31919	-3186.54815	-96.42489	-3090.12326
-0.01157	1	0.01165	0.00883	1.37428	358.24332	-86.10158	444.3449
0.06636	1	0.01208	0.00879	1.42961	1597.09911	-77.00806	1674.10717
0.0964	1	0.0125	0.00874	1.48518	-130.55323	-68.9406	-61.61262
0.09629	1	0.01292	0.0087	1.541	2705.41346	-61.73534	2767.14881
-0.04609	1	0.01334	0.00866	1.59704	-544.74894	-55.25928	-489.48966
-0.07782	1	0.01376	0.00862	1.65333	666.05644	-49.40358	715.46002
-0.07192	1	0.01418	0.00857	1.70986	-23.76421	-44.07851	20.31429
-0.0045	1	0.01459	0.00853	1.76663	-490.08803	-39.20957	-450.87846
-0.00486	1	0.015	0.00849	1.82363	1215.14458	-34.73452	1249.8791
0.04053	1	0.01541	0.00845	1.88088	1567.86801	-30.60102	1598.46903
-0.06176	1	0.01581	0.00841	1.93836	-647.47365	-26.76484	-620.70881
0.00637	1	0.01622	0.00837	1.99609	393.89579	-23.18838	417.08417
0.0255	1	0.01662	0.00832	2.05405	1851.55729	-19.83955	1871.39685
-0.06122	1	0.01701	0.00828	2.11225	129.54217	-16.69081	146.23298
	--	0.01741	0.00824	--			
