time_x	cp_y
1119	1.41446E-4
1120	3.84749E-4
1121	0.00103
1122	0.00222
1123	0.00144
1124	9.61989E-4
1125	-5.08491E-4
1126	-6.28971E-4
1127	1.90549E-4
1128	0.00195
1129	0.00241
1130	0.00281
1131	0.00187
1132	-6.35417E-4
1133	-0.00156
1134	-6.07475E-4
1135	0.00235
1136	0.00462
1137	0.00661
1138	0.00653
1139	0.00563
1140	0.00295
1141	0.00111
1142	-6.32698E-4
1143	-0.00822
1144	-0.01954
1145	-0.02571
1146	-0.0288
1147	-0.03052
1148	-0.02509
1149	-0.01421
1150	-0.0069
1151	-0.00264
1152	3.95083E-4
1153	0.0012
1154	-8.64747E-4
1155	-0.00351
1156	-0.00673
1157	-0.01009
1158	-0.01184
1159	-0.0121
1160	-0.01289
1161	-0.01308
1162	-0.01298
1163	-0.0131
1164	-0.0131
1165	-0.01351
1166	-0.01346
1167	-0.01384
1168	-0.01365
1169	-0.01338
1170	-0.01117
1171	-0.0097
1172	-0.00855
1173	-0.0078
1174	-0.00739
1175	-0.00827
1176	-0.00874
1177	-0.0062
1178	-0.00158
1179	0.00354
1180	0.00852
1181	0.01284
1182	0.01395
1183	0.01148
1184	0.00659
1185	5.75202E-4
1186	-0.00605
1187	-0.01207
1188	-0.0161
1189	-0.01675
1190	-0.01465
1191	-0.01224
1192	-0.00949
1193	-0.00814
1194	-0.00742
1195	-0.00783
1196	-0.00674
1197	-0.00587
1198	-0.00422
1199	-0.00198
1200	1.12163E-4
1201	0.00117
1202	0.00234
1203	0.00225
1204	9.84375E-4
1205	-9.72168E-4
1206	-0.00216
1207	-0.00334
1208	-0.00285
1209	-0.00312
1210	-0.00293
1211	-0.00282
1212	-0.00315
1213	-0.00334
1214	-0.00309
1215	-0.00321
1216	-0.00366
1217	-0.00293
1218	-0.00272
1219	-0.00242
1220	-7.45441E-4
1221	4.46244E-4
1222	3.6793E-4
1223	9.19615E-4
1224	0.00263
1225	0.00296
1226	0.00292
1227	0.00318
1228	0.00279
1229	8.10741E-5
1230	-0.00194
1231	-0.00212
1232	-0.00159
1233	-0.0018
1234	-5.59941E-4
1235	7.60484E-4
1236	0.00102
1237	4.83988E-4
1238	0.00105
1239	0.00314
1240	0.0044
1241	0.00465
1242	0.00461
1243	0.0039
1244	0.00199
1245	4.08489E-4
1246	-4.42044E-4
1247	3.27424E-4
1248	0.00146
1249	0.00104
1250	2.46252E-4
1251	8.78811E-4
1252	-4.48629E-4
1253	-0.00199
1254	-0.00258
1255	-0.00192
1256	-0.00165
1257	-3.31361E-4
1258	8.9335E-4
1259	0.00231
1260	0.00251
1261	0.00187
1262	1.35823E-4
1263	-0.00622
1264	-0.01559
1265	-0.02034
1266	-0.02151
1267	-0.02147
1268	-0.01489
1269	-0.0049
1270	7.05802E-4
1271	0.00378
1272	0.0061
1273	0.00624
1274	0.00629
1275	0.00536
1276	0.0023
1277	-6.3569E-4
1278	-0.00197
1279	-0.00282
1280	-0.00339
1281	-0.00231
1282	-0.00274
1283	-0.00483
1284	-0.00766
1285	-0.00902
1286	-0.0098
1287	-0.00867
1288	-0.00684
1289	-0.00501
1290	-0.00476
1291	-0.0052
1292	-0.0047
1293	-0.00483
1294	-0.0046
1295	-0.0043
1296	-0.00385
1297	-0.0027
1298	-0.00165
1299	-0.00193
1300	-9.21576E-4
1301	3.19298E-5
1302	-7.24483E-4
1303	-0.0019
1304	-9.47307E-4
1305	-0.00174
1306	-0.00322
1307	-0.003
1308	-0.00224
1309	-0.00153
1310	5.24637E-4
1311	0.00149
1312	6.23073E-4
1313	5.57514E-4
1314	-3.68045E-4
1315	-0.00147
1316	-5.28568E-4
1317	0.00186
1318	0.00429
1319	0.00516
1320	0.00674
1321	0.00799
1322	0.00643
1323	0.00306
1324	9.06072E-4
1325	-0.00271
1326	-0.00696
1327	-0.00839
1328	-0.00857
1329	-0.00799
1330	-0.00698
1331	-0.00561
1332	-0.00435
1333	-0.0021
1334	-5.11269E-4
1335	0.00197
1336	0.00433
1337	0.0053
1338	0.00454
1339	0.00394
1340	0.00375
1341	0.0043
1342	0.00437
1343	0.00317
1344	0.00322
1345	0.00368
1346	0.00294
1347	0.00356
1348	0.00521
1349	0.00403
1350	0.00148
1351	-0.0011
1352	-0.00308
1353	-0.00416
1354	-0.00444
1355	-0.0034
1356	-0.00155
1357	-0.00158
1358	-0.00171
1359	-0.00101
1360	-0.00149
1361	-0.00197
1362	-0.00152
1363	-0.00293
1364	-0.00431
1365	-0.00481
1366	-0.00389
1367	-0.00232
1368	5.29681E-4
1369	0.00253
1370	0.00433
1371	0.00329
1372	0.00166
1373	1.47416E-4
1374	-0.00188
1375	-0.00265
1376	-0.00122
1377	3.91444E-6
1378	0.00121
1379	0.00322
1380	0.0034
1381	0.00331
1382	0.00394
1383	-7.36177E-4
1384	-0.01039
1385	-0.01634
1386	-0.01954
1387	-0.02288
1388	-0.01865
1389	-0.00695
1390	0.00357
1391	0.00947
1392	0.01542
1393	0.01952
1394	0.02094
1395	0.01839
1396	0.01628
1397	0.01308
1398	0.0103
1399	0.00697
1400	0.00496
1401	0.00403
1402	0.00265
1403	5.38582E-4
1404	-7.22007E-4
1405	-0.00165
1406	-0.00307
1407	-0.00251
1408	-0.00299
1409	-0.0026
1410	-0.00263
1411	-0.00278
1412	-0.00416
1413	-0.003
1414	-0.00178
1415	1.55026E-4
1416	0.00127
1417	0.00275
1418	0.00323
1419	0.00177
1420	1.86485E-5
1421	-6.32501E-4
1422	-0.00184
1423	-0.00192
1424	-3.94149E-4
1425	0.00166
1426	0.00368
1427	0.00495
1428	0.00419
1429	0.00197
1430	-8.0166E-4
1431	-0.00171
1432	1.7055E-4
1433	0.00215
1434	0.00484
1435	0.00624
1436	0.00456
1437	0.00116
1438	-0.00128
1439	-0.0041
1440	-0.00439
1441	-0.00211
1442	7.82645E-4
1443	0.00316
1444	0.00509
1445	0.00556
1446	0.00382
1447	0.00194
1448	0.00156
1449	0.00229
1450	0.00239
1451	0.00176
1452	4.33146E-4
1453	-0.0012
1454	-0.00179
1455	-0.00132
1456	7.95588E-4
1457	0.00257
1458	0.00203
1459	2.0648E-5
1460	-0.00213
1461	-0.00436
1462	-0.0054
1463	-0.00515
1464	-0.00423
1465	-0.00311
1466	-0.00146
1467	9.74234E-5
1468	0.00164
1469	0.00319
1470	0.00373
1471	0.00293
1472	0.0016
1473	1.57813E-4
1474	-1.58998E-4
1475	-5.45809E-4
1476	-0.00114
1477	-0.00115
1478	4.86918E-5
1479	0.00164
1480	0.00342
1481	0.00623
1482	0.00738
1483	0.00701
1484	0.00379
1485	0.0016
1486	-1.98643E-4
1487	-0.00178
1488	-0.00351
1489	-0.00391
1490	-0.00274
1491	-5.10811E-5
1492	0.00197
1493	0.00411
1494	0.00463
1495	0.00298
1496	-0.00108
1497	-0.00351
1498	-0.00534
1499	-0.00632
1500	-0.00739
1501	-0.00675
1502	-0.00514
1503	-0.00652
1504	-0.01292
1505	-0.01785
1506	-0.01961
1507	-0.02241
1508	-0.0214
1509	-0.013
1510	-0.00366
1511	0.00267
1512	0.00941
1513	0.01383
1514	0.01674
1515	0.01724
1516	0.01587
1517	0.01217
1518	0.00892
1519	0.00554
1520	0.00356
1521	0.00166
1522	0.00184
1523	0.00293
1524	0.00347
1525	0.00192
1526	-5.44904E-4
1527	-0.00393
1528	-0.00619
1529	-0.00719
1530	-0.00637
1531	-0.00478
1532	-0.00204
1533	6.36108E-4
1534	0.00188
1535	0.00174
1536	0.00205
1537	0.00335
1538	0.00443
1539	0.00498
1540	0.00455
1541	0.00354
1542	0.00106
1543	-0.00175
1544	-0.00174
1545	-8.06527E-4
1546	3.38856E-4
1547	0.00218
1548	0.00346
1549	0.00298
1550	0.00185
1551	0.00101
1552	-5.89396E-4
1553	-0.00108
1554	-0.00149
1555	-0.00102
1556	0.0012
1557	0.0033
1558	0.00451
1559	0.00658
1560	0.00902
1561	0.00881
1562	0.00752
1563	0.00485
1564	4.4446E-4
1565	-0.00407
1566	-0.0061
1567	-0.00563
1568	-0.00383
1569	-0.00128
1570	0.00168
1571	0.00206
1572	-1.21749E-4
1573	-7.50107E-4
1574	-8.38687E-4
1575	-6.87861E-4
1576	-8.27035E-4
1577	-7.62094E-5
1578	-4.45384E-4
1579	4.65165E-4
1580	-3.15324E-4
1581	1.74186E-4
1582	0.00203
1583	0.00448
1584	0.00448
1585	0.00474
1586	0.00456
1587	0.00281
1588	2.62085E-4
1589	-0.00107
1590	-0.00313
1591	-0.00383
1592	-0.00253
1593	-0.00143
1594	-0.00225
1595	-0.00153
1596	-0.00175
1597	-0.00419
1598	-0.00503
1599	-0.00346
1600	-0.00152
1601	-6.26262E-4
1602	1.52585E-4
1603	-2.38567E-4
1604	-0.00192
1605	-0.00379
1606	-0.00303
1607	-8.63436E-4
1608	0.0011
1609	0.00327
1610	0.00386
1611	0.00453
1612	0.00416
1613	0.00232
1614	0.0015
1615	5.84025E-4
1616	-0.00211
1617	-0.00268
1618	-0.00124
1619	-8.12677E-4
1620	8.64046E-4
1621	0.0018
1622	0.00176
1623	-0.00143
1624	-0.01121
1625	-0.02183
1626	-0.02515
1627	-0.02847
1628	-0.02782
1629	-0.01933
1630	-0.00769
1631	-0.0015
1632	0.00471
1633	0.00918
1634	0.01317
1635	0.01544
1636	0.0152
1637	0.01326
1638	0.01089
1639	0.00657
1640	0.0014
1641	-0.0026
1642	-0.0049
1643	-0.00555
1644	-0.00318
